id,GIS_ID,NUTZUNG,JAHR,crop_type,crop_code,geometry,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,NDVI_10,NDVI_11,NDVI_12,NDVI_13,NDVI_14,NDVI_15,NDVI_16,NDVI_17,NDVI_18,NDVI_19,NDVI_20,NDVI_21
2430,267836,Winterweizen ohne Futterweizen swissgranum,2019,Winter Wheat,2,POINT (476583.0829952006 5250987.709762005),0.8452515226708776,0.8327402135231315,0.8332962880640143,0.8352941176470589,0.8327013160829803,0.8280141843971631,0.8286728806036395,0.8292408200045056,0.8401290025339784,0.8258928571428572,0.8368948975141737,0.8260105448154657,0.8250505959073533,0.8294430321238734,0.8366718027734976,0.8333333333333333,0.8364944408109877,0.8254004060455673,0.8336999560052794,0.8303296703296702,0.8316808854046577
5563,267836,Winterweizen ohne Futterweizen swissgranum,2019,Winter Wheat,2,POINT (476556.9374290195 5251032.472927074),0.8055165965404394,0.7998626059079459,0.8061797752808989,0.8100611189468736,0.8096153846153845,0.7958801498127339,0.8061293984108967,0.8229918229918229,0.7998553170966965,0.7992667277726856,0.8030267753201397,0.815556590591523,0.7881235154394298,0.7940262843488651,0.7899794097460535,0.810625737898465,0.8015338136184057,0.8063604240282685,0.7949800609899131,0.8150557620817844,0.8008005651047798
6019,267846,Winterweizen ohne Futterweizen swissgranum,2019,Winter Wheat,2,POINT (476602.6676618593 5250948.908811448),0.8307426597582037,0.8332272437937619,0.8284228769497399,0.8408791208791209,0.8245923314235346,0.8313253012048194,0.8355981287591892,0.8490054249547921,0.8385262679099387,0.8350515463917526,0.8373041425198541,0.8395251703671137,0.8467007331704065,0.8321807284462887,0.8345195729537366,0.8391806493789498,0.838401390095569,0.8398068904981348,0.8252510147404402,0.8270079435127978,0.8413960680362271
980,28831,Silo- und Grünmais,2019,Silage Maize,3,POINT (476560.6012612955 5256162.086621758),0.6782006920415224,0.7021996615905245,0.6899827288428324,0.6825672159583696,0.6812594349795126,0.676320272572402,0.6719622155431515,0.6612868517323004,0.6663740122914837,0.6936026936026936,0.6771784232365146,0.6821721742790992,0.6644993498049414,0.6646733111849391,0.6853310623802427,0.6745777207611717,0.684071961386573,0.6851730894839972,0.6746757388900702,0.6765432098765433,0.6919358382773018
3048,28831,Silo- und Grünmais,2019,Silage Maize,3,POINT (476675.4792817256 5256328.461509352),0.7796718516940123,0.7712177121771218,0.7635943732941423,0.7604409582361671,0.7626262626262627,0.7705192629815745,0.7770451267257368,0.7664759482941301,0.7564382365779135,0.7533783783783784,0.7692628071636818,0.7669331089608751,0.7625106022052587,0.7746291786584016,0.7689713322091062,0.7573221757322176,0.7636594663278271,0.7678991237443897,0.77061691753233,0.7602351459164393,0.7779664614731479
5752,332595,Winterraps zur Speiseölgewinnung,2019,Canola,4,POINT (476574.0595330515 5256260.648094755),0.6244995996797438,0.6218713900654601,0.6324237560192616,0.6253002401921537,0.6320196038390851,0.6251012145748988,0.6310981535471332,0.6189704094041345,0.6313853698406212,0.6234409027915264,0.6448152562574493,0.637127425485097,0.6335204490777868,0.6292828261332198,0.6440281030444965,0.6288906624102156,0.6327817178881009,0.6390283075687614,0.6231430805316653,0.6363996043521265,0.6319218241042345
2527,317617,Silo- und Grünmais,2019,Silage Maize,3,POINT (478976.4598406634 5254474.364359879),0.8536771728748805,0.8451203582757977,0.8587417985333848,0.8512143813348633,0.8487523992322458,0.8459173871277617,0.8534532236464512,0.8587417985333848,0.8492462311557789,0.8589469593938217,0.8559163867114594,0.8541942813861012,0.856259659969088,0.853035143769968,0.8577181208053691,0.8502776182270726,0.8662682106836009,0.855072463768116,0.8467360454115421,0.8513387006178618,0.8540031397174254
2630,317617,Silo- und Grünmais,2019,Silage Maize,3,POINT (478955.5633643925 5254528.627665077),0.8644986449864498,0.8710039259674707,0.8646731838221199,0.8679352997145576,0.8705476828801225,0.8699944123672937,0.8665667166416792,0.8642428930574357,0.864494337373336,0.8701895462377944,0.8682899833978971,0.8606060606060606,0.8593930080676142,0.8699251083957429,0.8600760456273764,0.8637328701022968,0.8692566305565931,0.8657513348588864,0.8672734167614714,0.8746427891026863,0.8665154093401399
2661,317617,Silo- und Grünmais,2019,Silage Maize,3,POINT (478955.8843744547 5254321.044964802),0.878221034548578,0.8609184629803187,0.8742331288343558,0.8652928830375882,0.8766006984866123,0.8765432098765433,0.8676748582230625,0.8735543562066307,0.8742236024844721,0.8671209540034072,0.875634040954349,0.8722764838467318,0.876657060518732,0.8672548626428714,0.875,0.8742065781881131,0.8683525474153961,0.8729500471253535,0.8744514405647777,0.8654363706266821,0.8657460682777139
3726,317617,Silo- und Grünmais,2019,Silage Maize,3,POINT (478857.0823483412 5254565.87042881),0.7487520798668885,0.737042225335201,0.745693191140279,0.7330344405950683,0.7428214731585517,0.7427018320918058,0.7420823845994617,0.725231719876416,0.7437632135306554,0.7512931926339748,0.7348223350253806,0.7360510603253038,0.7368751307257896,0.7307526881720431,0.7389162561576356,0.741429161503511,0.739903069466882,0.741429161503511,0.7290739991912657,0.7415753566260078,0.7369281045751633
8603,317617,Silo- und Grünmais,2019,Silage Maize,3,POINT (479025.3980455504 5254460.909967728),0.7677236921833973,0.7640293476105492,0.7720499395892066,0.7590022128344397,0.7667258732978093,0.7673119137896628,0.7694901805197382,0.7661078569985862,0.7594167679222357,0.7671875,0.7595307917888562,0.7634920634920636,0.7725118483412322,0.7528641571194762,0.7663366336633664,0.7466827503015682,0.7592446892210857,0.7587301587301588,0.7540951253207026,0.767843137254902,0.7653721682847897
8736,317617,Silo- und Grünmais,2019,Silage Maize,3,POINT (478948.0415302339 5254416.053234059),0.8589719090387923,0.8640183346065698,0.861963190184049,0.8630787495053424,0.8635221341581286,0.8642568736781389,0.8647416413373861,0.858105430043599,0.8673654505140094,0.8736400076350448,0.8532179149416637,0.86784140969163,0.8528309331229039,0.8633238980994743,0.8649837445018168,0.8563274945876796,0.8564629735389302,0.8560123528276394,0.8660472319008904,0.8566812393081162,0.8645199293147459
4171,73464,Winterweizen ohne Futterweizen swissgranum,2019,Winter Wheat,2,POINT (476206.2524533235 5254574.436005747),0.5941698929628786,0.6035714285714286,0.6027809965237544,0.5897670169026954,0.5967487017385414,0.6126373626373626,0.5897670169026954,0.6009302325581396,0.5979308723254173,0.5940822931114194,0.6112752898385996,0.610461114934618,0.5925494761350407,0.5893975903614458,0.5811079231957625,0.5908667287977634,0.6007243096423721,0.602975360297536,0.6012615453931065,0.5895706900427062,0.6035754189944134
